   0.0000000e+00  -3.3459393e-01   4.3661594e+00   0.0000000e+00
   1.3972947e-01  -3.6331444e-01   4.3661594e+00   1.3972947e-01
   2.7945894e-01  -3.9179540e-01   4.3661594e+00   2.0959421e-01
   4.1918842e-01  -4.1964612e-01   4.3661594e+00   3.4932368e-01
   5.5891789e-01  -4.4642903e-01   4.3661594e+00   4.1918842e-01
   6.9864736e-01  -4.7174173e-01   4.3661594e+00   4.8905315e-01
   8.3837683e-01  -4.9525012e-01   4.3661594e+00   4.1918842e-01
   9.7810631e-01  -5.1671553e-01   4.3661594e+00   4.8905315e-01
   1.1178358e+00  -5.3600865e-01   4.3661594e+00   5.5891789e-01
   1.2575653e+00  -5.5306835e-01   4.3661594e+00   5.5891789e-01
   1.3972947e+00  -5.6786880e-01   4.3661594e+00   6.9864736e-01
   1.5370242e+00  -5.8045851e-01   4.3661594e+00   5.5891789e-01
   1.6767537e+00  -5.9096552e-01   4.3661594e+00   5.5891789e-01
   1.8164831e+00  -5.9958973e-01   4.3661594e+00   6.2878263e-01
   1.9562126e+00  -6.0658944e-01   4.3661594e+00   5.5891789e-01
   2.0959421e+00  -6.1224083e-01   4.3661594e+00   7.6851210e-01
   2.2356716e+00  -6.1677719e-01   4.3661594e+00   8.3837683e-01
   2.3754010e+00  -6.2030075e-01   4.3661594e+00   8.3837683e-01
   2.5151305e+00  -6.2280114e-01   4.3661594e+00   7.6851210e-01
   2.6548600e+00  -6.2422381e-01   4.3661594e+00   7.6851210e-01
   2.7945894e+00  -6.2452500e-01   4.3661594e+00   7.6851210e-01
   2.9343189e+00  -6.2373442e-01   4.3661594e+00   6.9864736e-01
   3.0740484e+00  -6.2196213e-01   4.3661594e+00   7.6851210e-01
   3.2137779e+00  -6.1936370e-01   4.3661594e+00   8.3837683e-01
   3.3535073e+00  -6.1609892e-01   4.3661594e+00   9.0824157e-01
   3.4932368e+00  -6.1230511e-01   4.3661594e+00   9.0824157e-01
   3.6329663e+00  -6.0813442e-01   4.3661594e+00   1.1178358e+00
   3.7726958e+00  -6.0379841e-01   4.3661594e+00   1.0479710e+00
   3.9124252e+00  -5.9950708e-01   4.3661594e+00   9.0824157e-01
   4.0521547e+00  -5.9546438e-01   4.3661594e+00   9.0824157e-01
   4.1918842e+00  -5.9182140e-01   4.3661594e+00   7.6851210e-01
   4.3316136e+00  -5.8865055e-01   4.3661594e+00   6.2878263e-01
   4.4713431e+00  -5.8590542e-01   4.3661594e+00   7.6851210e-01
   4.6110726e+00  -5.8347918e-01   4.3661594e+00   9.0824157e-01
